student_id,gender,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,internet_access,extra_classes,parent_education,sleep_hours,overall_score,grade
104575,0,4.04,51.58,76.36,48.59,97.39,50.38,1,0,1,6.5,71.702,3
104576,0,7.46,73.74,96.97,62.17,36.44,63.26,1,1,0,8.92,61.3905,2
104577,0,7.69,44.48,71.21,95.84,37.34,13.42,0,0,1,4.09,57.061,2
104578,1,1.46,60.89,34.55,26.74,57.55,24.26,0,0,1,6.07,42.2525,1
104579,1,2.99,53.55,64.5,84.57,63.09,73.3,0,1,2,8.65,68.809,2
104580,0,3.47,83.13,99.49,43.89,43.99,70.17,0,0,3,8.64,61.597,2
104581,1,5.93,69.41,57.12,38.88,35.79,18.07,0,1,3,7.74,42.4185,1
104582,0,2.3,85.06,71.57,42.42,31.55,93.85,0,1,1,6.96,53.8525,1
104583,1,2.21,70.92,37.46,29.48,83.52,32.93,0,0,0,7.45,54.479,1
104584,1,9.49,45.19,39.88,99.4,63.95,89.85,1,1,2,5.26,68.7125,2
104585,0,8.24,84.12,91.23,90.24,89.04,93.07,1,0,2,6.44,89.689,4
104586,0,2.63,89.99,51.02,64.08,55.26,54.11,0,1,1,6.68,59.975,2
104587,0,4.66,94.21,51.38,78.63,79.24,47.08,1,0,2,4.32,71.7965,3
104588,1,4.2,74.32,57.1,66.74,64.2,35.03,1,0,0,8.33,61.51,2
104589,0,8.12,85.22,97.65,85.87,72.84,82.66,1,0,0,6.28,83.2795,3
104590,1,5.59,85.12,35.91,88.36,55.91,27.69,1,1,1,8.49,60.1215,2
104591,0,2.15,49.34,87.31,42.46,35.68,65.99,0,1,1,5.95,52.098,1
104592,1,7.65,49.85,53.91,59.48,96.32,61.04,0,1,0,6.04,70.453,3
104593,1,4.57,44.25,89.46,72.61,88.53,32.4,0,1,0,5.22,74.695,3
104594,0,3.37,59.19,99.42,98.38,51.83,98.47,0,1,3,7.22,78.3855,3
104595,1,4.38,68.41,54.41,76.2,97.11,86.17,1,1,0,6.74,79.3785,3
104596,1,5.48,99.87,39.05,92.32,51.03,11.85,0,1,2,8.56,59.9225,2
104597,0,4.09,65.86,40.11,88.46,61.01,48.0,1,0,3,6.15,62.8765,2
104598,1,3.18,83.57,83.11,68.65,82.86,42.31,0,1,3,7.24,75.3735,3
104599,0,4.59,81.6,40.14,92.02,51.63,89.45,1,0,1,7.54,66.2085,2
104600,0,1.17,52.27,48.23,53.31,52.72,33.8,1,0,1,5.6,50.0325,1
104601,0,7.95,43.51,44.31,53.45,58.71,99.86,1,0,0,8.4,57.11,2
104602,0,2.54,72.76,54.9,83.57,62.79,28.01,1,0,0,5.9,63.926,2
104603,1,1.4,82.02,35.21,35.09,38.65,31.95,0,0,1,7.19,40.739,1
104604,1,6.88,99.9,89.97,47.94,31.22,69.95,0,1,2,7.08,57.891,2
104605,1,7.97,61.52,90.21,70.64,94.34,24.5,1,1,1,6.11,77.323,3
104606,0,8.32,93.78,58.91,56.5,54.72,89.99,0,0,1,4.92,63.436,2
104607,1,5.44,62.92,72.85,95.55,37.12,19.89,0,0,3,6.96,59.7305,2
104608,1,2.85,81.36,74.94,96.89,83.14,98.5,0,0,1,5.88,86.2955,4
104609,0,7.64,75.9,82.45,62.69,50.65,88.72,1,1,3,5.9,66.352,2
104610,0,7.3,43.18,66.45,65.43,42.72,85.57,1,1,3,6.46,57.4745,2
104611,1,3.22,44.7,65.72,79.35,97.38,46.65,1,0,0,7.39,76.1995,3
104612,0,9.13,41.25,74.19,59.29,94.44,56.23,1,0,3,7.65,72.4625,3
104613,0,1.94,62.25,79.21,39.26,37.4,51.07,1,1,1,6.14,50.079,1
104614,0,9.84,84.75,54.27,81.02,92.95,98.87,1,1,1,4.6,82.0035,3
104615,0,8.74,50.37,53.13,80.33,92.36,13.13,1,1,1,7.96,69.3845,2
104616,1,7.19,76.35,48.88,43.37,74.41,44.35,1,1,1,7.35,58.732,2
104617,0,9.45,57.33,68.42,87.47,67.08,97.15,1,0,3,8.0,74.4775,3
104618,0,7.5,87.82,55.21,71.02,45.22,43.25,0,1,3,5.58,57.731,2
104619,0,2.71,87.9,67.82,42.72,38.5,45.85,1,0,2,8.55,51.094,1
104620,0,4.98,86.52,58.42,73.9,72.45,66.82,0,0,2,5.31,70.8505,3
104621,0,1.64,71.49,88.57,42.52,87.54,91.65,1,1,0,5.45,75.297,3
104622,0,4.51,57.07,35.12,44.89,78.21,36.51,1,0,1,6.68,54.978,1
104623,0,7.67,88.57,70.05,88.6,42.66,95.28,0,1,0,8.99,69.476,2
104624,0,4.48,51.17,70.29,94.71,50.3,35.43,1,0,3,5.01,64.0005,2
104625,1,3.97,57.39,56.86,44.27,68.25,83.39,1,0,3,8.19,60.405,2
104626,0,6.36,51.04,59.47,94.6,73.75,34.83,1,1,1,4.01,69.9435,2
104627,1,8.85,80.45,86.01,42.91,35.06,16.57,1,1,0,5.19,49.9025,1
104628,0,1.43,81.17,49.65,33.8,72.98,83.11,1,0,3,5.73,60.351,2
104629,0,4.47,79.15,91.0,29.37,81.54,50.51,0,0,3,7.24,67.0475,2
104630,0,2.42,64.94,92.74,43.16,42.7,45.17,0,0,3,4.57,55.294,2
104631,0,7.26,46.01,75.54,53.89,47.24,48.69,0,0,1,4.64,54.5845,1
104632,1,1.95,94.67,84.1,94.57,48.12,65.04,0,0,2,4.73,73.2755,3
104633,0,6.98,70.46,72.91,43.16,95.79,33.64,0,1,2,7.31,69.3085,2
104634,0,3.58,64.42,66.77,52.41,58.49,31.35,0,1,3,4.57,56.505,2
104635,1,2.79,75.33,97.67,80.06,67.14,53.51,0,1,1,5.99,75.932,3
104636,1,9.43,51.57,49.79,47.66,80.7,13.21,0,0,0,4.78,56.596,2
104637,0,1.17,47.95,40.79,76.33,56.0,67.86,0,0,3,5.91,58.4215,2
104638,1,4.94,64.33,50.12,57.41,37.39,84.06,1,1,1,7.57,52.302,1
104639,1,1.19,53.63,73.02,39.73,75.8,75.47,1,0,3,5.39,63.9765,2
104640,1,5.35,54.66,42.96,80.05,76.71,52.24,0,0,3,7.09,66.143,2
104641,0,5.51,93.55,93.62,27.03,48.24,60.89,0,0,1,5.24,57.8095,2
104642,0,3.89,71.85,58.77,46.93,32.47,12.36,0,0,1,7.69,43.272,1
104643,0,2.19,69.01,89.5,51.71,76.57,92.11,0,0,3,7.89,73.739,3
104644,1,4.39,81.37,47.45,59.37,79.24,60.23,1,1,2,5.55,66.2265,2
104645,0,7.05,97.09,51.92,75.99,31.82,38.48,1,1,0,4.12,54.0755,1
104646,1,8.04,46.73,34.15,59.46,78.52,36.42,0,0,2,4.65,57.492,2
104647,0,5.78,90.01,48.04,69.57,95.72,69.37,1,0,1,6.45,76.4405,3
104648,0,6.31,75.04,64.32,69.68,42.51,62.59,1,0,0,5.91,58.9255,2
104649,1,2.81,48.77,96.23,53.0,66.49,26.91,1,0,0,5.73,63.3355,2
104650,0,3.59,57.83,57.22,95.05,78.77,46.89,1,1,3,6.9,73.248,3
104651,1,2.46,68.94,74.78,96.69,46.11,70.86,0,1,2,4.81,69.247,2
104652,1,3.24,81.47,59.94,68.64,82.61,36.79,1,0,1,6.28,69.8875,2
104653,0,3.02,54.56,33.28,30.38,90.77,55.83,0,0,1,5.02,57.0595,2
104654,1,5.68,72.09,65.25,61.83,87.02,32.94,1,0,0,8.91,69.4675,2
104655,0,6.06,81.08,34.61,38.83,48.12,16.45,1,0,2,4.24,43.2245,1
104656,0,9.5,66.92,91.86,61.24,86.3,44.94,1,1,2,4.08,75.073,3
104657,1,2.76,91.78,82.71,39.14,58.93,75.89,0,0,1,6.82,63.7195,2
104658,0,6.78,92.17,56.51,77.79,48.65,29.25,1,1,2,4.31,59.919,2
104659,1,8.36,68.24,74.82,31.03,41.76,77.91,0,0,0,8.05,51.9525,1
104660,0,6.04,98.38,37.84,96.5,93.63,70.25,1,1,1,8.1,81.3265,3
104661,0,3.3,44.54,79.18,39.65,59.88,55.66,0,0,3,6.16,56.7265,2
104662,0,3.36,40.2,87.59,74.55,90.6,97.43,0,1,3,8.19,81.6285,3
104663,0,1.35,62.84,87.52,93.77,41.17,89.51,0,0,0,7.7,70.591,3
104664,0,3.75,76.07,49.9,43.59,83.69,60.69,0,1,2,4.68,63.845,2
104665,1,7.7,77.75,48.46,95.07,37.7,60.2,1,0,1,8.3,60.4495,2
104666,1,1.43,68.59,66.5,54.15,31.23,35.0,0,0,0,8.37,48.127,1
104667,1,2.97,47.49,97.74,97.04,99.65,92.82,1,1,1,5.61,92.7165,4
104668,1,7.36,50.23,94.44,97.85,35.15,90.63,1,0,1,7.87,69.739,2
104669,1,8.04,91.13,55.17,39.11,62.31,76.79,0,1,0,8.49,59.412,2
104670,1,5.1,92.07,84.59,87.33,91.49,21.51,0,0,3,7.73,82.13,3
104671,0,7.28,80.43,94.49,39.51,87.36,73.33,0,1,1,4.47,74.7275,3
104672,0,4.49,79.85,48.26,41.98,62.98,32.78,0,1,1,4.47,53.453,1
104673,1,2.44,75.86,88.12,31.31,72.76,26.99,1,1,1,8.91,61.2025,2
104674,1,4.58,52.18,48.75,36.74,74.08,78.33,1,0,0,6.71,57.914,2
104675,0,6.22,65.7,54.03,72.42,37.69,96.38,0,1,0,7.22,58.3105,2
104676,0,9.53,81.75,43.92,58.69,49.94,19.8,0,1,3,8.56,51.0905,1
104677,0,1.62,72.24,65.5,84.32,51.07,24.76,0,0,1,4.04,61.7545,2
104678,1,5.57,41.11,89.03,49.9,56.47,29.73,1,1,0,6.13,57.1295,2
104679,1,3.96,97.21,66.96,97.65,49.17,96.66,1,1,1,6.83,74.401,3
104680,1,5.57,90.69,38.64,28.74,47.6,72.68,0,1,3,4.01,47.91,1
104681,0,1.22,55.63,47.62,29.72,54.83,71.05,1,1,2,7.12,48.8125,1
104682,0,3.82,76.99,69.4,77.6,56.55,55.45,1,0,2,8.25,66.3165,2
104683,1,8.38,95.39,70.82,91.57,64.11,58.38,0,1,2,4.27,74.872,3
104684,1,5.99,45.76,70.38,84.66,42.15,36.12,1,0,3,8.02,58.1815,2
104685,0,5.06,70.18,35.39,61.74,85.18,23.91,1,1,0,8.89,61.735,2
104686,0,3.57,67.37,82.76,45.22,90.25,80.22,0,1,1,8.6,74.2035,3
104687,0,3.68,64.61,93.66,26.01,47.37,52.36,1,0,0,6.69,53.511,1
104688,0,4.45,90.14,65.74,63.21,38.63,33.04,0,1,2,8.3,54.789,1
104689,1,8.52,62.84,80.32,60.67,80.56,66.95,0,0,2,7.85,72.4065,3
104690,0,9.7,43.82,93.98,50.82,94.7,28.85,0,0,1,8.09,71.913,3
104691,0,4.95,43.95,74.98,68.36,32.46,53.99,0,0,1,5.99,53.241,1
104692,0,4.54,42.56,77.2,79.66,31.01,27.12,1,0,3,6.38,53.1765,1
104693,1,8.62,64.55,80.5,77.57,42.84,78.37,0,1,1,5.2,64.7785,2
104694,1,4.84,83.1,48.24,44.74,77.94,38.87,0,1,0,4.26,60.309,2
104695,0,5.97,52.22,70.79,68.9,97.53,49.75,1,1,0,6.99,75.7155,3
104696,0,3.08,78.79,88.95,36.16,82.53,77.94,1,0,1,5.55,71.3885,3
104697,0,7.69,81.23,50.73,34.12,70.11,69.36,1,1,0,6.51,58.2735,2
104698,1,5.79,55.31,92.8,83.94,79.04,45.97,0,0,0,8.81,77.337,3
104699,1,8.28,76.03,73.43,77.03,46.15,16.39,0,1,2,4.32,59.338,2
104700,1,8.03,81.09,59.62,82.59,78.2,92.94,1,1,2,8.37,77.3445,3
104701,0,2.94,68.0,73.62,36.43,52.5,10.71,1,0,1,4.43,50.0775,1
104702,1,7.44,60.2,58.13,93.6,45.57,76.11,1,1,1,7.27,64.6065,2
104703,0,8.2,77.15,88.66,34.98,46.56,95.09,0,0,1,5.72,59.997,2
104704,0,4.11,98.67,63.76,90.25,76.75,37.6,1,0,2,4.5,75.804,3
104705,0,2.55,65.61,93.08,51.43,83.71,16.79,0,0,0,7.78,69.012,2
104706,1,1.02,63.5,65.69,32.91,70.73,32.46,0,1,3,7.49,55.717,2
104707,0,5.06,67.86,76.23,46.51,34.47,38.21,1,0,0,7.2,49.545,1
104708,1,4.17,44.57,99.84,38.61,32.66,50.62,0,0,3,8.82,50.5705,1
104709,1,5.99,73.19,40.29,61.8,45.2,57.27,1,0,2,4.12,52.374,1
104710,0,2.69,59.72,81.57,96.23,50.05,75.28,0,1,3,6.17,71.389,3
104711,0,8.74,47.29,39.72,49.59,58.34,91.08,0,1,1,6.81,54.5975,1
104712,1,3.32,67.98,88.72,70.91,35.32,51.83,1,0,1,5.79,59.8145,2
104713,0,3.04,40.2,71.75,91.88,80.76,77.17,1,1,1,7.35,77.323,3
104714,1,5.33,64.11,95.67,72.26,79.8,21.45,1,1,1,8.5,73.685,3
104715,0,5.49,46.34,90.62,52.16,54.27,39.59,1,0,0,7.48,58.7515,2
104716,1,2.94,41.46,35.24,99.31,69.41,20.63,0,0,1,6.85,62.378,2
104717,1,3.45,89.47,39.61,39.06,37.06,72.26,0,1,3,7.69,46.831,1
104718,1,2.53,94.97,72.08,64.24,59.07,91.69,1,0,2,4.55,69.8165,2
104719,1,7.47,52.46,66.28,84.75,90.03,90.02,1,1,1,7.15,80.202,3
104720,0,7.93,72.36,41.8,25.05,76.24,39.38,0,1,0,6.04,52.4805,1
104721,0,5.16,56.68,39.06,77.65,37.28,31.08,0,0,1,5.59,49.0485,1
104722,1,7.43,69.61,69.48,44.99,89.33,34.66,0,0,1,6.54,66.836,2
104723,1,7.62,66.2,33.42,37.73,77.65,35.86,0,0,0,8.02,53.5,1
104724,0,2.24,56.14,91.16,45.56,61.71,17.4,1,0,2,6.06,58.5745,2
104725,0,9.7,82.02,86.5,97.51,78.45,22.0,1,1,0,7.51,79.537,3
104726,0,8.39,47.59,84.98,91.9,42.1,29.3,1,1,3,6.94,62.395,2
104727,0,2.84,43.18,31.12,41.03,68.53,10.74,0,1,0,8.58,45.859,1
104728,0,2.68,86.06,33.33,33.78,73.25,14.25,1,1,3,6.22,50.7795,1
104729,0,2.13,79.96,68.49,52.31,94.94,72.87,1,0,1,8.1,75.2875,3
104730,1,2.25,69.91,99.61,69.43,34.68,65.74,1,0,0,8.21,62.9825,2
104731,0,7.73,68.07,53.96,90.04,56.23,95.09,0,0,1,6.32,69.2985,2
104732,0,5.23,69.84,54.11,97.46,95.58,46.16,1,1,0,6.44,80.24,3
104733,1,8.05,66.22,39.4,81.34,45.21,49.99,0,0,3,5.67,55.6595,2
104734,0,7.72,63.57,77.2,69.93,86.92,16.1,0,1,0,6.48,71.3115,3
104735,0,6.44,69.98,75.27,35.67,30.11,23.7,1,0,3,5.25,43.878,1
104736,0,7.18,71.71,37.09,30.55,31.81,72.24,0,0,1,8.29,40.584,1
104737,0,1.17,81.51,62.72,69.7,52.93,31.15,0,1,0,5.25,59.7605,2
104738,0,3.81,82.67,76.7,65.43,83.8,79.59,1,0,0,5.29,77.2535,3
104739,1,6.74,62.66,64.55,88.46,37.29,73.51,1,1,1,8.48,61.6935,2
104740,0,1.08,64.81,77.21,49.2,56.8,77.25,0,1,0,6.66,61.828,2
104741,1,1.3,62.42,87.14,27.98,39.2,72.15,0,0,3,4.53,51.6,1
104742,1,8.67,72.19,78.01,56.78,45.65,73.69,1,0,0,5.73,60.3625,2
104743,0,7.16,67.2,73.13,97.69,65.21,59.21,1,0,1,7.53,74.513,3
104744,1,3.39,93.38,89.75,84.67,52.34,71.04,0,1,0,6.03,73.8785,3
104745,0,7.19,81.78,93.04,27.53,44.83,57.36,0,0,2,6.12,55.095,2
104746,1,8.13,93.92,57.22,90.6,57.54,28.55,0,1,0,6.49,66.48,2
104747,1,3.76,82.55,42.13,60.38,79.07,29.58,0,0,0,5.11,62.4085,2
104748,0,1.32,98.26,87.25,52.36,38.36,46.48,1,1,0,6.12,58.44,2
104749,0,9.4,78.14,44.96,51.01,63.57,11.25,0,0,1,5.08,52.933,1
104750,0,4.11,97.81,95.03,69.64,49.23,90.04,0,0,1,5.75,72.4315,3
104751,0,1.96,49.49,31.6,64.79,56.5,34.14,0,0,3,6.66,50.6555,1
104752,0,5.43,43.15,94.49,74.25,87.51,14.64,0,1,2,7.47,73.868,3
104753,1,7.92,74.75,71.24,68.02,95.08,48.2,1,1,1,7.17,76.826,3
104754,1,2.99,99.01,84.23,35.8,47.01,83.4,1,1,2,6.88,60.4905,2
104755,1,3.43,65.06,57.89,44.29,74.1,45.76,1,1,0,6.98,59.6675,2
104756,1,3.18,52.72,99.42,88.08,77.37,33.64,1,0,0,6.55,77.6195,3
104757,1,9.93,71.29,45.93,74.74,88.97,59.04,0,1,0,7.07,72.0435,3
104758,1,2.78,78.93,48.5,58.63,92.93,61.69,1,0,0,5.88,70.945,3
104759,1,6.18,58.91,33.6,38.7,62.76,78.33,1,0,2,8.5,52.085,1
104760,0,9.33,82.89,95.83,25.58,98.78,81.98,0,0,3,6.95,76.621,3
104761,0,2.32,98.51,61.92,48.39,97.96,73.56,0,1,2,8.68,75.9745,3
104762,1,9.74,93.82,77.24,29.11,65.45,10.41,0,1,0,6.02,56.056,2
104763,1,9.53,57.5,78.12,61.17,67.94,10.19,0,0,3,5.97,61.4645,2
104764,0,8.96,59.6,91.22,86.64,76.74,97.97,0,0,3,8.83,82.52,3
104765,0,2.93,62.29,76.54,46.4,56.17,33.78,1,0,0,7.65,56.1745,2
104766,0,6.71,63.67,69.34,88.58,76.34,35.41,1,1,3,6.59,72.64,3
104767,0,7.85,46.02,79.72,77.84,66.0,75.9,1,0,1,7.59,70.696,3
104768,1,9.87,85.72,82.57,34.39,32.48,62.34,0,0,0,5.98,51.2855,1
104769,0,2.62,61.92,43.01,73.34,89.69,51.72,0,1,3,7.79,69.6925,2
104770,1,7.89,92.79,37.68,36.38,95.83,20.48,1,0,2,5.05,61.4985,2
104771,1,4.05,95.62,35.24,74.11,31.84,17.33,1,0,3,8.75,48.0145,1
104772,1,2.58,41.47,56.18,35.7,85.25,73.33,0,0,2,6.3,61.4785,2
104773,0,4.79,99.31,64.86,54.44,57.01,21.21,0,0,1,4.46,58.5875,2
104774,0,8.14,82.6,73.1,67.49,70.99,49.22,1,1,0,8.23,69.521,2
104775,1,5.18,71.22,97.06,28.78,65.0,76.25,0,0,3,8.47,64.104,2
104776,1,5.84,63.37,53.16,36.5,68.59,93.09,1,1,1,7.65,59.4095,2
104777,1,9.96,71.11,83.26,49.03,64.66,88.62,1,0,2,7.15,67.5135,2
104778,0,4.59,59.48,67.2,59.67,89.74,87.76,1,0,1,8.64,74.4905,3
104779,1,6.54,77.36,45.41,89.39,77.85,42.26,1,1,1,7.11,70.639,3
104780,0,4.29,45.58,73.07,39.05,58.88,93.45,1,1,2,7.96,58.8875,2
104781,1,4.54,77.27,97.7,51.06,78.2,71.53,0,0,0,6.36,74.555,3
104782,1,7.26,56.52,38.7,60.68,97.55,89.78,1,0,1,7.64,71.6825,3
104783,1,9.44,41.06,65.51,47.18,35.62,18.0,1,1,1,8.99,43.27,1
104784,0,5.88,73.16,33.61,71.93,57.17,13.56,0,0,2,5.91,53.386,1
104785,0,7.92,74.71,52.49,44.25,90.93,48.67,0,0,2,7.6,65.724,2
104786,1,1.8,65.59,73.44,82.93,81.73,84.52,0,0,1,4.74,79.037,3
104787,0,2.9,44.34,88.87,62.89,95.45,46.77,0,1,3,7.18,76.015,3
104788,1,5.52,93.6,81.12,31.47,32.79,89.62,1,1,2,5.61,53.89,1
104789,0,1.18,76.69,62.4,72.02,90.39,31.13,1,1,0,8.33,72.9035,3
104790,0,3.28,46.94,93.65,67.69,85.43,13.54,1,1,3,5.8,71.601,3
104791,0,5.66,70.66,51.19,50.39,87.05,78.52,1,0,3,6.23,68.221,2
104792,1,1.13,69.84,82.78,25.84,71.81,66.36,0,1,1,8.9,61.7695,2
104793,0,3.38,43.62,63.18,40.05,33.63,49.61,0,0,0,5.08,43.742,1
104794,0,5.63,76.41,92.9,55.43,67.74,86.07,0,0,3,6.82,72.3945,3
104795,1,6.16,88.5,85.82,39.99,58.54,84.18,1,0,2,8.32,64.9185,2
104796,1,9.33,84.94,93.1,68.31,66.89,39.21,0,1,0,5.57,71.524,3
104797,1,6.81,52.18,45.0,78.42,81.82,85.42,1,1,0,4.08,71.002,3
104798,1,4.73,91.74,76.77,89.2,71.72,41.06,1,0,1,8.48,76.036,3
104799,0,9.37,60.55,81.69,73.52,50.48,65.97,0,1,3,7.1,65.038,2
104800,0,8.06,96.79,81.97,76.68,71.97,27.32,0,0,2,5.15,73.1645,3
104801,0,2.8,44.3,65.28,70.63,35.82,33.78,1,0,3,5.38,51.0585,1
104802,0,2.18,69.17,30.79,98.91,30.38,50.31,0,1,3,8.0,53.4665,1
104803,0,7.08,75.83,48.3,44.58,58.11,38.31,1,0,2,7.21,52.5575,1
104804,1,6.04,54.86,52.63,44.97,83.0,21.62,0,1,3,7.66,58.4665,2
104805,0,8.11,86.28,89.64,34.48,87.58,53.41,1,0,0,6.89,71.17,3
104806,0,7.65,77.61,88.86,61.43,68.49,56.02,1,1,1,7.95,70.464,3
104807,0,6.63,41.09,37.33,32.21,90.76,24.28,0,0,1,8.11,53.8215,1
104808,1,9.88,76.5,96.49,45.26,38.81,25.69,1,0,0,5.93,54.4155,1
104809,1,5.8,69.49,42.77,61.2,97.49,12.64,0,1,3,8.5,66.1885,2
104810,0,2.02,51.76,59.01,96.82,94.52,12.73,0,1,3,6.53,75.538,3
104811,1,8.45,99.74,45.06,97.29,71.95,42.28,0,0,1,4.8,72.719,3
104812,1,3.27,93.83,90.22,80.78,34.11,23.2,0,1,1,5.09,61.8805,2
104813,1,8.0,57.55,82.46,54.19,61.79,92.72,0,0,2,7.67,66.693,2
104814,1,9.61,72.46,54.75,89.89,42.55,27.95,0,0,2,5.89,58.356,2
104815,1,7.27,58.99,77.73,90.66,73.99,15.94,0,0,2,5.31,71.6005,3
104816,1,6.36,86.53,42.91,93.26,43.3,46.38,1,0,2,7.02,60.343,2
104817,1,5.14,95.82,56.76,73.0,63.73,27.32,1,1,1,7.91,64.2215,2
104818,0,4.28,61.53,56.4,40.13,44.39,15.56,1,1,3,4.55,44.558,1
104819,0,4.18,88.34,46.66,31.83,42.73,77.75,0,1,0,6.25,48.854,1
104820,1,6.73,69.9,91.34,93.61,47.35,60.14,1,0,1,7.86,71.247,3
104821,0,7.76,63.79,77.52,29.17,32.04,15.13,0,0,0,8.52,41.9025,1
104822,0,7.11,96.31,49.6,47.19,80.13,52.12,0,0,0,4.07,64.606,2
104823,1,2.79,70.62,46.95,61.52,51.47,13.49,0,0,3,7.28,51.1955,1
104824,0,5.45,68.04,31.26,26.65,78.87,41.89,1,0,3,6.99,51.512,1
104825,1,8.12,80.35,54.26,93.02,75.74,42.7,1,1,0,6.59,72.921,3
104826,1,5.28,55.67,66.87,46.53,34.63,84.07,0,0,1,4.8,51.101,1
104827,1,5.83,59.49,49.44,27.14,51.84,76.18,1,0,0,7.71,48.384,1
104828,0,7.94,95.92,79.03,99.52,69.68,90.72,1,0,3,5.96,83.738,3
104829,0,6.95,80.71,58.82,48.35,94.29,22.65,1,0,2,5.17,67.189,2
104830,0,4.68,89.6,52.14,90.76,58.09,58.04,1,0,3,8.25,68.2135,2
104831,0,9.06,56.27,95.73,59.01,65.34,11.82,0,0,3,5.54,63.5765,2
104832,1,2.46,72.63,48.4,74.73,82.51,84.3,1,0,1,4.99,72.934,3
104833,1,9.96,98.28,57.88,43.08,86.23,42.99,0,1,0,5.56,66.6535,2
104834,0,2.07,59.12,56.76,62.72,94.63,16.24,1,1,0,4.91,67.6885,2
104835,1,1.13,49.63,46.88,44.32,64.8,39.22,1,1,0,7.89,52.021,1
104836,1,9.01,70.65,45.22,96.33,43.57,35.82,1,0,2,4.91,59.023,2
104837,0,3.2,63.27,51.17,29.57,83.51,78.94,0,0,2,7.58,61.076,2
104838,1,7.57,49.57,90.5,45.6,38.79,21.4,1,1,2,4.81,50.1735,1
104839,0,8.3,93.31,83.7,91.98,59.28,60.02,0,1,2,5.13,75.816,3
104840,1,8.73,99.44,77.67,61.0,73.97,81.45,1,0,2,5.71,74.7625,3
104841,0,9.92,74.11,62.0,70.01,78.43,76.56,1,1,3,8.75,72.42,3
104842,1,3.65,86.48,65.54,73.88,81.31,94.23,1,0,1,8.57,78.1075,3
104843,1,7.39,91.54,48.7,30.32,43.55,10.06,0,0,1,4.43,42.7225,1
104844,0,2.04,82.06,35.2,26.33,98.72,41.84,0,0,3,5.68,60.5645,2
104845,0,4.66,42.65,53.17,95.34,42.49,43.26,1,0,2,5.73,57.9315,2
104846,0,8.63,49.46,64.69,45.36,36.73,13.0,1,1,3,5.06,43.3795,1
104847,0,4.31,44.26,34.01,53.52,76.48,83.55,0,0,3,6.18,59.731,2
104848,1,6.32,40.59,36.18,76.16,93.7,72.0,0,0,3,7.74,70.33,3
104849,1,5.53,58.36,48.41,42.72,69.16,57.53,0,1,0,4.5,56.157,2
104850,0,6.81,63.54,55.7,79.98,71.68,46.45,1,0,1,7.36,67.222,2
104851,1,9.76,54.46,57.53,59.37,67.69,90.59,0,1,3,5.3,64.545,2
104852,0,1.5,43.88,38.25,89.25,32.99,33.8,0,0,2,7.21,49.277,1
104853,0,6.17,71.79,45.81,45.89,77.69,40.11,0,0,3,7.41,59.016,2
104854,1,8.77,56.4,48.32,40.29,55.07,95.74,1,0,2,7.64,54.225,1
104855,1,5.33,87.76,34.73,87.38,95.5,15.82,1,0,2,8.31,72.574,3
104856,0,1.71,40.48,52.83,49.47,43.08,80.26,0,1,0,8.5,50.0855,1
104857,0,6.04,90.55,35.06,55.89,51.15,74.63,0,0,1,7.8,55.405,2
104858,0,3.99,97.29,79.24,84.53,65.34,91.17,0,0,3,6.41,78.6955,3
104859,1,2.39,82.97,57.02,72.67,63.41,18.15,0,0,1,4.22,61.877,2
104860,1,8.64,84.02,52.87,58.13,58.02,97.34,0,0,2,8.69,63.5495,2
104861,1,5.69,96.01,38.86,43.74,52.01,12.6,0,0,3,7.01,47.7715,1
104862,1,9.4,52.54,45.86,82.32,40.3,40.39,0,1,3,6.67,53.15,1
104863,0,8.25,99.67,46.29,38.53,87.46,17.63,1,1,3,5.2,61.2315,2
104864,0,7.24,86.41,98.96,94.62,61.41,14.61,1,0,1,7.42,75.0425,3
104865,0,1.05,83.59,88.47,36.27,70.11,96.82,0,0,3,8.97,69.341,2
104866,0,4.85,61.67,31.07,85.37,68.26,74.77,1,0,0,5.65,65.0915,2
104867,0,2.78,72.75,73.18,56.82,70.28,55.51,1,0,0,8.0,66.265,2
104868,0,9.2,79.24,47.91,38.95,79.34,19.74,0,1,1,5.46,56.9865,2
104869,1,2.57,77.22,37.31,55.18,74.06,57.34,1,0,3,6.44,60.634,2
104870,1,3.57,82.3,79.39,41.62,49.17,38.8,1,0,0,5.07,55.6025,2
104871,0,5.65,44.94,39.21,35.2,68.76,34.44,0,1,3,6.56,48.646,1
104872,0,3.37,61.34,61.06,42.94,47.12,65.63,1,1,2,6.3,52.136,1
104873,1,2.89,66.04,74.25,90.05,71.22,81.18,0,0,2,4.19,77.0115,3
104874,1,6.39,55.64,68.81,32.95,60.24,49.89,0,1,3,5.91,53.6365,1
104875,1,1.8,50.36,98.43,97.94,32.76,54.4,1,1,3,4.31,66.113,2
104876,1,1.52,48.34,85.0,25.37,81.38,68.63,0,1,3,6.25,63.5225,2
104877,0,4.35,61.98,84.19,74.37,49.23,21.22,1,0,2,8.9,60.981,2
104878,0,7.49,69.61,54.89,89.24,94.41,84.57,1,1,0,5.46,81.7495,3
104879,0,5.99,43.78,30.59,95.05,49.64,85.32,1,0,2,6.58,60.1645,2
104880,0,4.81,96.79,81.41,35.8,99.76,58.69,1,1,3,4.65,75.696,3
